['83'], 0.504075605434
['131'], 0.411931482575
['86'], 0.374010632014
['84'], 0.369639692853
['80'], 0.287773183698
['77'], 0.250206733609
['89'], 0.247253396338
['193'], 0.237566450089
['85'], 0.229297105729
['52'], 0.220318960425
['92'], 0.21264028352
['91'], 0.200354400473
['194'], 0.199054932073
['93'], 0.157826343768
['87'], 0.157117542823
['222'], 0.156763142351
['402'], 0.15109273479
['61'], 0.143886591849
['31'], 0.141996455995
['196'], 0.141878322504
['100'], 0.140224453633
['220'], 0.137389249852
['198'], 0.13561724749
['49'], 0.102539870053
['94'], 0.0967513290018
['201'], 0.0945067926757
['103'], 0.0941523922032
['127'], 0.088245717661
['202'], 0.0839929119905
['362'], 0.0790313053751
['104'], 0.0758417011223
['203'], 0.0727702303603
['72'], 0.0709982279976
['227'], 0.0698168930892
['199'], 0.0670998227998
['44'], 0.0667454223272
['206'], 0.0626107501477
['197'], 0.0610750147667
['109'], 0.0591848789132
['5'], 0.0523331364442
['200'], 0.0510336680449
