['52'], 0.501653439153
['89'], 0.494708994709
['80'], 0.484457671958
['91'], 0.450066137566
['194'], 0.444113756614
['92'], 0.424272486772
['86'], 0.399470899471
['31'], 0.376653439153
['84'], 0.368386243386
['196'], 0.368055555556
['193'], 0.358465608466
['77'], 0.354828042328
['93'], 0.343253968254
['222'], 0.342261904762
['402'], 0.323412698413
['83'], 0.312169312169
['87'], 0.311838624339
['131'], 0.291005291005
['61'], 0.289351851852
['85'], 0.273148148148
['94'], 0.270833333333
['220'], 0.26455026455
['103'], 0.263558201058
['100'], 0.252314814815
['49'], 0.230489417989
['104'], 0.212301587302
['72'], 0.198743386243
['227'], 0.171957671958
['201'], 0.166666666667
['127'], 0.163029100529
['44'], 0.156746031746
['109'], 0.154761904762
['5'], 0.140873015873
['198'], 0.13458994709
['202'], 0.128306878307
['279'], 0.125992063492
['149'], 0.124007936508
['108'], 0.119047619048
['206'], 0.118716931217
['18'], 0.117394179894
['203'], 0.116732804233
['21'], 0.109457671958
['392'], 0.107473544974
['75'], 0.104828042328
['267'], 0.0952380952381
['12'], 0.0949074074074
['81'], 0.0886243386243
['110'], 0.0863095238095
['362'], 0.082671957672
['396'], 0.0823412698413
['339'], 0.0800264550265
['318'], 0.0796957671958
['265'], 0.0760582010582
['132'], 0.0757275132275
['183'], 0.0714285714286
['197'], 0.0710978835979
['117'], 0.0687830687831
['376'], 0.067791005291
['355'], 0.0664682539683
['98'], 0.0661375661376
['99'], 0.0658068783069
['235'], 0.0641534391534
['216'], 0.0634920634921
['105'], 0.0621693121693
['215'], 0.0611772486772
['107'], 0.0608465608466
['250'], 0.0585317460317
['121'], 0.0562169312169
['307'], 0.0552248677249
['408'], 0.0522486772487
['221'], 0.051917989418
['101'], 0.0509259259259
